Link Road,Detector_Name,Id,Name,Description,Longitude,Latitude,Status,Direction
A1023,6252/1,7935,TMU Site 6252/1 on link A12 southbound exit for A1023; GPS Ref: 562444;196721; Southbound,6252/1,0.346473299,51.64582686,Active,Southbound
A13,6062/2,7772,TMU Site 6062/2 on link link road from A1089 northbound to A13 eastbound; GPS Ref: 563458;180694; Eastbound,6062/2,0.353666135,51.50154894,Active,Eastbound
A1089,6062/2,7772,TMU Site 6062/2 on link link road from A1089 northbound to A13 eastbound; GPS Ref: 563458;180694; Eastbound,6062/2,0.353666135,51.50154894,Active,Eastbound
A13,6062/1,7773,TMU Site 6062/1 on link link road from A1089 northbound to A13 westbound; GPS Ref: 563439;180687; Westbound,6062/1,0.35338939,51.50149153,Active,Westbound
A1089,6062/1,7773,TMU Site 6062/1 on link link road from A1089 northbound to A13 westbound; GPS Ref: 563439;180687; Westbound,6062/1,0.35338939,51.50149153,Active,Westbound
A13,6058/1,7778,TMU Site 6058/1 on link A13 westbound between A1012 and A126; GPS Ref: 559323;179785; Westbound,6058/1,0.293732359,51.49456173,Active,Westbound
A13,6057/2,7779,TMU Site 6057/2 on link A13 eastbound between A126 and A1012; GPS Ref: 558846;179835; Eastbound,6057/2,0.286889347,51.49514506,Active,Eastbound
A13,6057/1,7780,TMU Site 6057/1 on link A13 eastbound exit for A126; GPS Ref: 558844;179859; Eastbound,6057/1,0.286871353,51.49536125,Active,Eastbound
A13,6055/2,7781,TMU Site 6055/2 on link A13 eastbound within the M25/A282 junction; GPS Ref: 557184;179910; Eastbound,6055/2,0.263000796,51.49628304,Active,Eastbound
A13,6055/1,7782,TMU Site 6055/1 on link A13 eastbound exit for M25/A282; GPS Ref: 557182;179919; Eastbound,6055/1,0.262976014,51.49636446,Active,Eastbound
A13,6056/2,7783,TMU Site 6056/2 on link A13 westbound within the M25/A282 junction; GPS Ref: 557808;180075; Westbound,6056/2,0.272056241,51.4975918,Active,Westbound
A13,6056/1,7784,TMU Site 6056/1 on link A13 westbound exit for M25/A282; GPS Ref: 557806;180055; Westbound,6056/1,0.272018516,51.49741267,Active,Westbound
A13,6050/2,7785,TMU Site 6050/2 on link A13 westbound within the A1306 junction near Aveley; GPS Ref: 555064;180193; Westbound,6050/2,0.232609914,51.49941086,Active,Westbound
A13,6050/1,7786,TMU Site 6050/1 on link A13 westbound exit for A1306; GPS Ref: 555057;180166; Westbound,6050/1,0.232497303,51.49917019,Active,Westbound
A13,6059/1,7787,TMU Site 6059/1 on link A13 eastbound exit for A1012; GPS Ref: 560635;180204; Eastbound,6059/1,0.312806362,51.49795523,Active,Eastbound
A13,6060/2,7788,TMU Site 6060/2 on link A13 westbound within the A1012 junction; GPS Ref: 560981;180566; Westbound,6060/2,0.317951662,51.5011092,Active,Westbound
A13,6060/1,7789,TMU Site 6060/1 on link A13 westbound exit for A1012; GPS Ref: 561000;180557; Westbound,6060/1,0.31822106,51.50102293,Active,Westbound
A13,6061/2,7790,TMU Site 6061/2 on link A13 eastbound within the A1089 junction; GPS Ref: 562728;181003; Eastbound,6061/2,0.343300339,51.5045354,Active,Eastbound
A1089,6061/2,7790,TMU Site 6061/2 on link A13 eastbound within the A1089 junction; GPS Ref: 562728;181003; Eastbound,6061/2,0.343300339,51.5045354,Active,Eastbound
A13,6061/1,7791,TMU Site 6061/1 on link link road from A13 eastbound to A1089 southbound; GPS Ref: 562727;181026; Eastbound,6061/1,0.343296549,51.50474232,Active,Eastbound
A1089,6061/1,7791,TMU Site 6061/1 on link link road from A13 eastbound to A1089 southbound; GPS Ref: 562727;181026; Eastbound,6061/1,0.343296549,51.50474232,Active,Eastbound
A13,6046/1,9592,TMU Site 6046/1 on link A13 eastbound exit for A1306 near Aveley; GPS Ref: 554613;180280; Eastbound,6046/1,0.226156035,51.50031608,Active,Eastbound
A13,6046/2,9593,TMU Site 6046/2 on link A13 eastbound within the A1306 junction near Aveley; GPS Ref: 554612;180258; Eastbound,6046/2,0.226132012,51.50011869,Active,Eastbound
A1089,6165/1,7770,TMU Site 6165/1 on A1089 southbound between A126 and Tilbury; GPS Ref: 563182;177646; Southbound,6165/1,0.348286235,51.47424571,Active,Southbound
A1089,6064/1,7771,TMU Site 6064/1 on link A1089 southbound between A13 and A126; GPS Ref: 563885;179567; Southbound,6064/1,0.359290077,51.49130084,Active,Southbound
A1089,6063/1,7776,TMU Site 6063/1 on A1089 northbound between Tilbury and A126; GPS Ref: 563181;177507; Northbound,6063/1,0.34820774,51.47299724,Active,Northbound
